precinct,simp_race,estimate,units
410514208,Native Hawaiian and Other Pacific Islander alone,8.680000000000001e-4,People
410514208,Some other race alone,5.3906279999999995,People
410514208,Two or more races:,105.95681400000001,People
410514208,White alone,954.612161,People
410514209,American Indian and Alaska Native alone,1.731555,People
410514209,Asian alone,92.581883,People
410514209,Black or African American alone,46.484915,People
410514209,Hispanic or Latinx,153.582889,People
410514209,Native Hawaiian and Other Pacific Islander alone,3.609838,People
410514209,Some other race alone,6.8670349999999996,People
410514209,Two or more races:,117.612576,People
410514209,White alone,1105.34602,People
410514210,American Indian and Alaska Native alone,0.921677,People
410514210,Asian alone,70.613403,People
410514210,Black or African American alone,28.129898,People
410514210,Hispanic or Latinx,92.380321,People
410514210,Native Hawaiian and Other Pacific Islander alone,1.662062,People
410514210,Some other race alone,15.848038,People
410514210,Two or more races:,122.401396,People
410514210,White alone,950.711452,People
410514301,American Indian and Alaska Native alone,8.058604,People
410514301,Asian alone,35.984884,People
410514301,Black or African American alone,179.367496,People
410514301,Hispanic or Latinx,122.76735,People
410514301,Native Hawaiian and Other Pacific Islander alone,0.267124,People
410514301,Some other race alone,0.546413,People
410514301,Two or more races:,102.05053,People
410514301,White alone,783.784035,People
410514302,American Indian and Alaska Native alone,18.747215999999998,People
410514302,Asian alone,38.975843,People
410514302,Black or African American alone,89.737662,People
410514302,Hispanic or Latinx,69.553718,People
410514302,Native Hawaiian and Other Pacific Islander alone,0.724463,People
410514302,Some other race alone,4.6359840000000005,People
410514302,Two or more races:,110.470766,People
410514302,White alone,693.569563,People
410514304,American Indian and Alaska Native alone,1.774333,People
410514304,Asian alone,21.381507,People
410514304,Black or African American alone,218.64061999999998,People
410514304,Hispanic or Latinx,55.297381,People
410514304,Native Hawaiian and Other Pacific Islander alone,8.489999999999999e-4,People
410514304,Some other race alone,21.119236,People
410514304,Two or more races:,92.218436,People
410514304,White alone,1026.17601,People
410514305,American Indian and Alaska Native alone,28.247202,People
410514305,Asian alone,79.580319,People
410514305,Black or African American alone,179.458765,People
410514305,Hispanic or Latinx,279.837047,People
410514305,Native Hawaiian and Other Pacific Islander alone,2.925001,People
410514305,Some other race alone,1.393001,People
410514305,Two or more races:,171.715204,People
410514305,White alone,1118.836258,People
410514306,American Indian and Alaska Native alone,0.001914,People
410514306,Asian alone,65.17107999999999,People
410514306,Black or African American alone,55.018722999999994,People
410514306,Hispanic or Latinx,193.16792600000002,People
410514306,Native Hawaiian and Other Pacific Islander alone,0,People
410514306,Some other race alone,0,People
410514306,Two or more races:,22.884814,People
410514306,White alone,889.879024,People
410514310,American Indian and Alaska Native alone,2.353812,People
410514310,Asian alone,44.850228,People
410514310,Black or African American alone,121.67874499999999,People
410514310,Hispanic or Latinx,86.880283,People
410514310,Native Hawaiian and Other Pacific Islander alone,0.207576,People
410514310,Some other race alone,0.234381,People
410514310,Two or more races:,109.252212,People
410514310,White alone,954.647785,People
410514401,American Indian and Alaska Native alone,25.171452,People
410514401,Asian alone,172.04672599999998,People
410514401,Black or African American alone,276.492882,People
410514401,Hispanic or Latinx,282.52698799999996,People
410514401,Native Hawaiian and Other Pacific Islander alone,22.901836999999997,People
410514401,Some other race alone,6.784737,People
410514401,Two or more races:,239.192644,People
410514401,White alone,1438.1733339999998,People
410514402,American Indian and Alaska Native alone,9.846374,People
410514402,Asian alone,186.50577800000002,People
410514402,Black or African American alone,324.235524,People
410514402,Hispanic or Latinx,240.79374800000002,People
410514402,Native Hawaiian and Other Pacific Islander alone,25.113872,People
410514402,Some other race alone,1.60011,People
410514402,Two or more races:,215.727786,People
410514402,White alone,1408.696464,People
410514403,American Indian and Alaska Native alone,1.588213,People
410514403,Asian alone,34.000959,People
410514403,Black or African American alone,40.231079,People
410514403,Hispanic or Latinx,59.091713,People
410514403,Native Hawaiian and Other Pacific Islander alone,2.918749,People
410514403,Some other race alone,0.751608,People
410514403,Two or more races:,47.867474,People
410514403,White alone,401.709938,People
410514404,American Indian and Alaska Native alone,5.1256770000000005,People
410514404,Asian alone,96.151326,People
410514404,Black or African American alone,202.208381,People
410514404,Hispanic or Latinx,286.871277,People
410514404,Native Hawaiian and Other Pacific Islander alone,11.135104,People
410514404,Some other race alone,0,People
410514404,Two or more races:,264.631692,People
410514404,White alone,1185.752505,People
410514409,American Indian and Alaska Native alone,12.748448000000002,People
410514409,Asian alone,8.703256,People
410514409,Black or African American alone,128.61382,People
410514409,Hispanic or Latinx,180.466518,People
410514409,Native Hawaiian and Other Pacific Islander alone,25.98427,People
410514409,Some other race alone,9.221665,People
410514409,Two or more races:,100.889732,People
410514409,White alone,834.5871870000001,People
410514501,American Indian and Alaska Native alone,4.6692469999999995,People
410514501,Asian alone,68.247644,People
410514501,Black or African American alone,33.586237,People
410514501,Hispanic or Latinx,70.100679,People
410514501,Native Hawaiian and Other Pacific Islander alone,0,People
410514501,Some other race alone,0.6136079999999999,People
410514501,Two or more races:,95.96932,People
410514501,White alone,898.987419,People
410514502,American Indian and Alaska Native alone,0.308157,People
410514502,Asian alone,90.962878,People
410514502,Black or African American alone,11.37406,People
410514502,Hispanic or Latinx,254.02374,People
410514502,Native Hawaiian and Other Pacific Islander alone,0.376096,People
410514502,Some other race alone,1.947765,People
410514502,Two or more races:,58.414263999999996,People
410514502,White alone,1016.268686,People
410514503,American Indian and Alaska Native alone,0,People
410514503,Asian alone,42.182863,People
410514503,Black or African American alone,42.424371,People
410514503,Hispanic or Latinx,83.972814,People
410514503,Native Hawaiian and Other Pacific Islander alone,0.0035459999999999997,People
410514503,Some other race alone,0,People
410514503,Two or more races:,96.95541,People
410514503,White alone,938.670575,People
410514505,American Indian and Alaska Native alone,16.25597,People
410514505,Asian alone,139.231483,People
410514505,Black or African American alone,17.830744,People
410514505,Hispanic or Latinx,88.564896,People
410514505,Native Hawaiian and Other Pacific Islander alone,3.6e-4,People
410514505,Some other race alone,0.007005,People
410514505,Two or more races:,60.242106,People
410514505,White alone,1019.697551,People
410514506,American Indian and Alaska Native alone,5.989120000000001,People
410514506,Asian alone,148.03883100000002,People
410514506,Black or African American alone,170.670153,People
410514506,Hispanic or Latinx,90.619495,People
410514506,Native Hawaiian and Other Pacific Islander alone,10.42464,People
410514506,Some other race alone,2.5211249999999996,People
410514506,Two or more races:,64.167564,People
410514506,White alone,1138.862653,People
410514508,American Indian and Alaska Native alone,7.429587,People
410514508,Asian alone,132.287269,People
410514508,Black or African American alone,82.549191,People
410514508,Hispanic or Latinx,247.14091,People
410514508,Native Hawaiian and Other Pacific Islander alone,0,People
410514508,Some other race alone,18.06606,People
410514508,Two or more races:,137.92045,People
410514508,White alone,916.2557469999999,People
410514509,American Indian and Alaska Native alone,61.093422000000004,People
410514509,Asian alone,178.383288,People
410514509,Black or African American alone,154.594716,People
410514509,Hispanic or Latinx,129.540839,People
410514509,Native Hawaiian and Other Pacific Islander alone,10.321254,People
410514509,Some other race alone,2.1493200000000003,People
410514509,Two or more races:,145.78492,People
410514509,White alone,1073.589903,People
410514510,American Indian and Alaska Native alone,10.113564,People
410514510,Asian alone,134.547213,People
410514510,Black or African American alone,161.923531,People
410514510,Hispanic or Latinx,86.017498,People
410514510,Native Hawaiian and Other Pacific Islander alone,6.853204999999999,People
410514510,Some other race alone,0,People
410514510,Two or more races:,175.31300399999998,People
410514510,White alone,816.6463869999999,People
410514511,American Indian and Alaska Native alone,30.647197999999996,People
410514511,Asian alone,254.121401,People
410514511,Black or African American alone,138.71772199999998,People
410514511,Hispanic or Latinx,229.179702,People
410514511,Native Hawaiian and Other Pacific Islander alone,9.673542,People
410514511,Some other race alone,2.0921399999999997,People
410514511,Two or more races:,171.63343799999998,People
410514511,White alone,1379.431488,People
410514512,American Indian and Alaska Native alone,5.017720000000001,People
