precinct,hh_type_1,hh_type_2,estimate,units
410090051,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",16.445510000000002,Households
410090051,"Male householder, no spouse or partner present:",Living alone,64.549932,Households
410090051,"Male householder, no spouse or partner present:",With only nonrelatives present,6.59787,Households
410090051,"Male householder, no spouse or partner present:",With own children under 18 years,4.63409,Households
410090051,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",16.363979999999998,Households
410090051,Married-couple household:,With no own children under 18 years,191.950458,Households
410090051,Married-couple household:,With own children under 18 years,71.991145,Households
410090053,Cohabiting couple household:,With no own children of the householder under 18 years,17.785131,Households
410090053,Cohabiting couple household:,With own children of the householder under 18 years,24.374115,Households
410090053,"Female householder, no spouse or partner present:",Living alone,131.873863,Households
410090053,"Female householder, no spouse or partner present:",With only nonrelatives present,22.246108000000003,Households
410090053,"Female householder, no spouse or partner present:",With own children under 18 years,33.533435,Households
410090053,"Female householder, no spouse or partner present:","With relatives, no own children under 18 years",84.85803,Households
410090053,"Male householder, no spouse or partner present:",Living alone,80.55529700000001,Households
410090053,"Male householder, no spouse or partner present:",With only nonrelatives present,44.234505,Households
410090053,"Male householder, no spouse or partner present:",With own children under 18 years,0,Households
410090053,"Male householder, no spouse or partner present:","With relatives, no own children under 18 years",42.429015,Households
410090053,Married-couple household:,With no own children under 18 years,535.995422,Households
410090053,Married-couple household:,With own children under 18 years,196.140189,Households
410512701,Cohabiting couple household:,With no own children of the householder under 18 years,20.785285000000002,Households
410512701,Cohabiting couple household:,With own children of the householder under 18 years,10.762815,Households
410512701,"Female householder, no spouse or partner present:",Living alone,93.361811,Households
410512701,"Female householder, no spouse or partner present:",With only nonrelatives present,14.228460000000002,Households
